Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
25,KC4SFA,147.165000,split,147.765000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Key Largo [MM104],,,,
26,W7IUC,146.715000,split,146.615000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,Islamorada [MM90],,,,
27,ND7K,147.105000,split,147.705000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,Marathon [MM53],,,,
28,N9LCK,147.255000,split,147.855000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Marathon (L) [MM49],,,,
29,N9LCK,146.670000,split,146.070000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Big Pine (L) [MM34],,,,
30,AK3ML,147.060000,split,147.660000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Cudjoe Key [MM22] - Memorial Florida Keys Repeater Club,,,,
31,KJ4PR,147.570000,,0.600000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,Cudjoe Key Echolink Sx [MM22],,,,
32,N9LCK,147.345000,split,147.945000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West (L) [MM4],,,,
33,W4LLO,146.940000,split,146.340000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West [MM4],,,,
34,K4FHE,147.345000,split,147.945000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West (MM0),,,,
35,K4FHE,147.225000,split,147.825000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Marathon (MM49),,,,
36,KC4FSA,147.165000,split,147.765000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,Key Largo (MM104),,,,
37,KI4GQO,444.875000,split,449.875000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Key Largo  [Card Sound Road],,,,
38,N9LCK,443.450000,split,448.450000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Plantation Key (L) [MM90],,,,
39,K4FHE,444.850000,split,449.850000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Marathon (L) [MM49],,,,
40,KA4EPS,444.025000,split,449.025000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,Marathon [MM48],,,,
41,K4FHE,442.400000,split,447.400000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Big Pine (L) [MM34],,,,
42,K4FHE,444.700000,split,449.700000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West(L) [MM0],,,,
43,WA4JFJ,443.100000,split,448.100000,TSQL,156.7,156.7,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West [MM0],,,,
44,KJ4PR,446.100000,split,441.100000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West [MM3],,,,
45,W4HN,443.375000,split,448.375000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,Key West [MM0],,,,
46,Open DMR 1,442.212500,split,447.212500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Tavernier [MM 91],,,,
47,K1ST,444.050000,split,449.050000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Key West [MM0},,,,
48,K4HG,441.525000,split,446.525000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Cudjoe Key [MM21.5],,,,
49,K4ECT,444.325000,split,449.325000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Cudjoe Key,,,,
